File,aid,Date,0,1,2,3
BRDF_Albedo_Band_Mandatory_Quality_nir_2018038_aid0001,aid0001,2018-02-07,149421,530082,103.0,17422
BRDF_Albedo_Band_Mandatory_Quality_nir_2018039_aid0001,aid0001,2018-02-08,101033,575677,60.0,17811
BRDF_Albedo_Band_Mandatory_Quality_nir_2018040_aid0001,aid0001,2018-02-09,58970,621302,47.0,19690
BRDF_Albedo_Band_Mandatory_Quality_nir_2018041_aid0001,aid0001,2018-02-10,71514,611575,32.0,17364
BRDF_Albedo_Band_Mandatory_Quality_nir_2018042_aid0001,aid0001,2018-02-11,109131,578057,36.0,15600
BRDF_Albedo_Band_Mandatory_Quality_nir_2018043_aid0001,aid0001,2018-02-12,132555,553624,52.0,15626
BRDF_Albedo_Band_Mandatory_Quality_nir_2018044_aid0001,aid0001,2018-02-13,145228,544409,47.0,13422
BRDF_Albedo_Band_Mandatory_Quality_nir_2018045_aid0001,aid0001,2018-02-14,123378,532492,54.0,32479
BRDF_Albedo_Band_Mandatory_Quality_nir_2018046_aid0001,aid0001,2018-02-15,65727,542213,134.0,62391
BRDF_Albedo_Band_Mandatory_Quality_nir_2018047_aid0001,aid0001,2018-02-16,68094,558568,136.0,50374
BRDF_Albedo_Band_Mandatory_Quality_nir_2018048_aid0001,aid0001,2018-02-17,67834,563337,140.0,42483
BRDF_Albedo_Band_Mandatory_Quality_nir_2018049_aid0001,aid0001,2018-02-18,81790,555743,137.0,38562
BRDF_Albedo_Band_Mandatory_Quality_nir_2018050_aid0001,aid0001,2018-02-19,103155,534187,136.0,40320
BRDF_Albedo_Band_Mandatory_Quality_nir_2018051_aid0001,aid0001,2018-02-20,128895,530609,167.0,31883
BRDF_Albedo_Band_Mandatory_Quality_nir_2018052_aid0001,aid0001,2018-02-21,130957,525668,204.0,33323
BRDF_Albedo_Band_Mandatory_Quality_nir_2018053_aid0001,aid0001,2018-02-22,178219,477339,225.0,33524
BRDF_Albedo_Band_Mandatory_Quality_nir_2018054_aid0001,aid0001,2018-02-23,227282,467235,84.0,10408
BRDF_Albedo_Band_Mandatory_Quality_nir_2018055_aid0001,aid0001,2018-02-24,306062,396553,8.0,3705
BRDF_Albedo_Band_Mandatory_Quality_nir_2018056_aid0001,aid0001,2018-02-25,377158,324804,3.0,2973
BRDF_Albedo_Band_Mandatory_Quality_nir_2018057_aid0001,aid0001,2018-02-26,427935,274824,2.0,2943
BRDF_Albedo_Band_Mandatory_Quality_nir_2018058_aid0001,aid0001,2018-02-27,407624,295384,5.0,2810
BRDF_Albedo_Band_Mandatory_Quality_nir_2018059_aid0001,aid0001,2018-02-28,436564,263553,5.0,3998
BRDF_Albedo_Band_Mandatory_Quality_nir_2018060_aid0001,aid0001,2018-03-01,542490,161869,3.0,2360
BRDF_Albedo_Band_Mandatory_Quality_nir_2018061_aid0001,aid0001,2018-03-02,610754,93608,4.0,2335
BRDF_Albedo_Band_Mandatory_Quality_nir_2018062_aid0001,aid0001,2018-03-03,612739,92270,5.0,2075
BRDF_Albedo_Band_Mandatory_Quality_nir_2018063_aid0001,aid0001,2018-03-04,607904,96824,1.0,2234
BRDF_Albedo_Band_Mandatory_Quality_nir_2018064_aid0001,aid0001,2018-03-05,601323,103119,5.0,2319
BRDF_Albedo_Band_Mandatory_Quality_nir_2018065_aid0001,aid0001,2018-03-06,635612,70495,8.0,1676
BRDF_Albedo_Band_Mandatory_Quality_nir_2018066_aid0001,aid0001,2018-03-07,652844,53491,6.0,1557
BRDF_Albedo_Band_Mandatory_Quality_nir_2018067_aid0001,aid0001,2018-03-08,658642,48038,3.0,1482
BRDF_Albedo_Band_Mandatory_Quality_nir_2018068_aid0001,aid0001,2018-03-09,665139,41698,2.0,1379
BRDF_Albedo_Band_Mandatory_Quality_nir_2018069_aid0001,aid0001,2018-03-10,666711,40088,2.0,1409
BRDF_Albedo_Band_Mandatory_Quality_nir_2018070_aid0001,aid0001,2018-03-11,666267,40465,4.0,1445
BRDF_Albedo_Band_Mandatory_Quality_nir_2018071_aid0001,aid0001,2018-03-12,658801,47645,6.0,1542
BRDF_Albedo_Band_Mandatory_Quality_nir_2018072_aid0001,aid0001,2018-03-13,645672,59731,13.0,2117
BRDF_Albedo_Band_Mandatory_Quality_nir_2018073_aid0001,aid0001,2018-03-14,642056,62977,13.0,2296
BRDF_Albedo_Band_Mandatory_Quality_nir_2018074_aid0001,aid0001,2018-03-15,653261,52395,16.0,2078
BRDF_Albedo_Band_Mandatory_Quality_nir_2018075_aid0001,aid0001,2018-03-16,659451,46493,10.0,1973
BRDF_Albedo_Band_Mandatory_Quality_nir_2018076_aid0001,aid0001,2018-03-17,658246,47591,8.0,1988
BRDF_Albedo_Band_Mandatory_Quality_nir_2018077_aid0001,aid0001,2018-03-18,649765,54993,8.0,2375
BRDF_Albedo_Band_Mandatory_Quality_nir_2018078_aid0001,aid0001,2018-03-19,654216,51502,8.0,2010
BRDF_Albedo_Band_Mandatory_Quality_nir_2018079_aid0001,aid0001,2018-03-20,655330,50809,7.0,1735
BRDF_Albedo_Band_Mandatory_Quality_nir_2018080_aid0001,aid0001,2018-03-21,656897,49491,6.0,1671
BRDF_Albedo_Band_Mandatory_Quality_nir_2018081_aid0001,aid0001,2018-03-22,639768,65770,6.0,2121
BRDF_Albedo_Band_Mandatory_Quality_nir_2018082_aid0001,aid0001,2018-03-23,603226,101994,6.0,2280
BRDF_Albedo_Band_Mandatory_Quality_nir_2018083_aid0001,aid0001,2018-03-24,575659,127949,7.0,2863
BRDF_Albedo_Band_Mandatory_Quality_nir_2018084_aid0001,aid0001,2018-03-25,552260,150687,2.0,3225
BRDF_Albedo_Band_Mandatory_Quality_nir_2018085_aid0001,aid0001,2018-03-26,499976,202430,1.0,3671
BRDF_Albedo_Band_Mandatory_Quality_nir_2018086_aid0001,aid0001,2018-03-27,481626,220669,2.0,3841
BRDF_Albedo_Band_Mandatory_Quality_nir_2018087_aid0001,aid0001,2018-03-28,491321,211154,2.0,3721
BRDF_Albedo_Band_Mandatory_Quality_nir_2018088_aid0001,aid0001,2018-03-29,544899,158233,4.0,3356
BRDF_Albedo_Band_Mandatory_Quality_nir_2018089_aid0001,aid0001,2018-03-30,520452,182700,3.0,3366
BRDF_Albedo_Band_Mandatory_Quality_nir_2018090_aid0001,aid0001,2018-03-31,407164,291725,16.0,4089
BRDF_Albedo_Band_Mandatory_Quality_nir_2018091_aid0001,aid0001,2018-04-01,274428,418703,30.0,7029
BRDF_Albedo_Band_Mandatory_Quality_nir_2018092_aid0001,aid0001,2018-04-02,181790,507957,103.0,9853
BRDF_Albedo_Band_Mandatory_Quality_nir_2018093_aid0001,aid0001,2018-04-03,163296,521674,55.0,11636
BRDF_Albedo_Band_Mandatory_Quality_nir_2018094_aid0001,aid0001,2018-04-04,283639,396192,136.0,16645
BRDF_Albedo_Band_Mandatory_Quality_nir_2018095_aid0001,aid0001,2018-04-05,311228,353410,247.0,24931
BRDF_Albedo_Band_Mandatory_Quality_nir_2018096_aid0001,aid0001,2018-04-06,245114,428509,162.0,18708
BRDF_Albedo_Band_Mandatory_Quality_nir_2018097_aid0001,aid0001,2018-04-07,269577,409947,75.0,14371
BRDF_Albedo_Band_Mandatory_Quality_nir_2018098_aid0001,aid0001,2018-04-08,262338,416359,67.0,14774
BRDF_Albedo_Band_Mandatory_Quality_nir_2018099_aid0001,aid0001,2018-04-09,353258,342774,47.0,8209
BRDF_Albedo_Band_Mandatory_Quality_nir_2018100_aid0001,aid0001,2018-04-10,477652,223651,3.0,3930
BRDF_Albedo_Band_Mandatory_Quality_nir_2018101_aid0001,aid0001,2018-04-11,557876,144723,10.0,3737
BRDF_Albedo_Band_Mandatory_Quality_nir_2018102_aid0001,aid0001,2018-04-12,578594,123872,6.0,3697
BRDF_Albedo_Band_Mandatory_Quality_nir_2018103_aid0001,aid0001,2018-04-13,599356,103559,3.0,3442
BRDF_Albedo_Band_Mandatory_Quality_nir_2018104_aid0001,aid0001,2018-04-14,566449,136109,6.0,3580
BRDF_Albedo_Band_Mandatory_Quality_nir_2018105_aid0001,aid0001,2018-04-15,516763,185548,5.0,3680
BRDF_Albedo_Band_Mandatory_Quality_nir_2018106_aid0001,aid0001,2018-04-16,510425,191668,6.0,3748
BRDF_Albedo_Band_Mandatory_Quality_nir_2018107_aid0001,aid0001,2018-04-17,522592,179669,9.0,3697
BRDF_Albedo_Band_Mandatory_Quality_nir_2018108_aid0001,aid0001,2018-04-18,563695,139166,8.0,3445
BRDF_Albedo_Band_Mandatory_Quality_nir_2018109_aid0001,aid0001,2018-04-19,578463,125173,6.0,3004
BRDF_Albedo_Band_Mandatory_Quality_nir_2018110_aid0001,aid0001,2018-04-20,520703,182679,7.0,3071
BRDF_Albedo_Band_Mandatory_Quality_nir_2018111_aid0001,aid0001,2018-04-21,564798,140407,1.0,2234
BRDF_Albedo_Band_Mandatory_Quality_nir_2018112_aid0001,aid0001,2018-04-22,619281,85761,2.0,2256
BRDF_Albedo_Band_Mandatory_Quality_nir_2018113_aid0001,aid0001,2018-04-23,613145,91542,1.0,2365
BRDF_Albedo_Band_Mandatory_Quality_nir_2018114_aid0001,aid0001,2018-04-24,618146,86823,2.0,2367
BRDF_Albedo_Band_Mandatory_Quality_nir_2018115_aid0001,aid0001,2018-04-25,565010,138578,1.0,2522
BRDF_Albedo_Band_Mandatory_Quality_nir_2018116_aid0001,aid0001,2018-04-26,449942,252081,4.0,3422
BRDF_Albedo_Band_Mandatory_Quality_nir_2018117_aid0001,aid0001,2018-04-27,395051,305749,4.0,3258
BRDF_Albedo_Band_Mandatory_Quality_nir_2018118_aid0001,aid0001,2018-04-28,344196,354840,6.0,4349
BRDF_Albedo_Band_Mandatory_Quality_nir_2018119_aid0001,aid0001,2018-04-29,317858,376708,14.0,7739
BRDF_Albedo_Band_Mandatory_Quality_nir_2018120_aid0001,aid0001,2018-04-30,365951,331062,10.0,6195
BRDF_Albedo_Band_Mandatory_Quality_nir_2018121_aid0001,aid0001,2018-05-01,419435,280172,9.0,3925
BRDF_Albedo_Band_Mandatory_Quality_nir_2018122_aid0001,aid0001,2018-05-02,462944,238666,4.0,2963
BRDF_Albedo_Band_Mandatory_Quality_nir_2018123_aid0001,aid0001,2018-05-03,456229,245002,6.0,3128
BRDF_Albedo_Band_Mandatory_Quality_nir_2018124_aid0001,aid0001,2018-05-04,450887,248887,3.0,3633
BRDF_Albedo_Band_Mandatory_Quality_nir_2018125_aid0001,aid0001,2018-05-05,414806,281958,4.0,5301
BRDF_Albedo_Band_Mandatory_Quality_nir_2018126_aid0001,aid0001,2018-05-06,402910,293676,4.0,5389
BRDF_Albedo_Band_Mandatory_Quality_nir_2018127_aid0001,aid0001,2018-05-07,352002,332188,4.0,8290
BRDF_Albedo_Band_Mandatory_Quality_nir_2018128_aid0001,aid0001,2018-05-08,308628,369279,4.0,11235
BRDF_Albedo_Band_Mandatory_Quality_nir_2018129_aid0001,aid0001,2018-05-09,291330,383137,2.0,11891
BRDF_Albedo_Band_Mandatory_Quality_nir_2018130_aid0001,aid0001,2018-05-10,272848,400225,,12407
BRDF_Albedo_Band_Mandatory_Quality_nir_2018131_aid0001,aid0001,2018-05-11,253489,418084,2.0,13049
BRDF_Albedo_Band_Mandatory_Quality_nir_2018132_aid0001,aid0001,2018-05-12,216383,453271,,13470
BRDF_Albedo_Band_Mandatory_Quality_nir_2018133_aid0001,aid0001,2018-05-13,166773,492258,,16756
BRDF_Albedo_Band_Mandatory_Quality_nir_2018134_aid0001,aid0001,2018-05-14,143429,514223,,16243
BRDF_Albedo_Band_Mandatory_Quality_nir_2018135_aid0001,aid0001,2018-05-15,109834,541392,,16732
BRDF_Albedo_Band_Mandatory_Quality_nir_2018136_aid0001,aid0001,2018-05-16,72113,558674,,23836
BRDF_Albedo_Band_Mandatory_Quality_nir_2018137_aid0001,aid0001,2018-05-17,22679,530404,,56861
BRDF_Albedo_Band_Mandatory_Quality_nir_2018138_aid0001,aid0001,2018-05-18,14838,348100,2.0,61954
BRDF_Albedo_Band_Mandatory_Quality_nir_2018139_aid0001,aid0001,2018-05-19,5573,342236,2.0,59547
BRDF_Albedo_Band_Mandatory_Quality_nir_2018140_aid0001,aid0001,2018-05-20,1204,236396,4.0,73062
BRDF_Albedo_Band_Mandatory_Quality_nir_2018141_aid0001,aid0001,2018-05-21,372,198571,4.0,77313
BRDF_Albedo_Band_Mandatory_Quality_nir_2018142_aid0001,aid0001,2018-05-22,60,167511,,88484
BRDF_Albedo_Band_Mandatory_Quality_nir_2018143_aid0001,aid0001,2018-05-23,57,163533,,89833
BRDF_Albedo_Band_Mandatory_Quality_nir_2018144_aid0001,aid0001,2018-05-24,270,169317,4.0,92989
BRDF_Albedo_Band_Mandatory_Quality_nir_2018145_aid0001,aid0001,2018-05-25,867,199605,6.0,86020
BRDF_Albedo_Band_Mandatory_Quality_nir_2018146_aid0001,aid0001,2018-05-26,939,233245,2.0,120808
BRDF_Albedo_Band_Mandatory_Quality_nir_2018147_aid0001,aid0001,2018-05-27,672,244273,2.0,132482
BRDF_Albedo_Band_Mandatory_Quality_nir_2018148_aid0001,aid0001,2018-05-28,538,272139,2.0,151333
BRDF_Albedo_Band_Mandatory_Quality_nir_2018149_aid0001,aid0001,2018-05-29,493,291924,,147207
BRDF_Albedo_Band_Mandatory_Quality_nir_2018150_aid0001,aid0001,2018-05-30,488,309790,,153653
BRDF_Albedo_Band_Mandatory_Quality_nir_2018151_aid0001,aid0001,2018-05-31,1050,359091,4.0,144331
BRDF_Albedo_Band_Mandatory_Quality_nir_2018152_aid0001,aid0001,2018-06-01,2037,348776,4.0,132141
BRDF_Albedo_Band_Mandatory_Quality_nir_2018153_aid0001,aid0001,2018-06-02,2132,378622,14.0,126230
BRDF_Albedo_Band_Mandatory_Quality_nir_2018154_aid0001,aid0001,2018-06-03,1921,391869,11.0,121388
BRDF_Albedo_Band_Mandatory_Quality_nir_2018155_aid0001,aid0001,2018-06-04,3749,404755,12.0,124483
BRDF_Albedo_Band_Mandatory_Quality_nir_2018156_aid0001,aid0001,2018-06-05,5785,428778,16.0,114965
BRDF_Albedo_Band_Mandatory_Quality_nir_2018157_aid0001,aid0001,2018-06-06,6526,442979,16.0,116928
BRDF_Albedo_Band_Mandatory_Quality_nir_2018158_aid0001,aid0001,2018-06-07,8813,452698,26.0,111475
BRDF_Albedo_Band_Mandatory_Quality_nir_2018159_aid0001,aid0001,2018-06-08,10277,463899,54.0,107949
BRDF_Albedo_Band_Mandatory_Quality_nir_2018160_aid0001,aid0001,2018-06-09,12454,464388,70.0,102885
BRDF_Albedo_Band_Mandatory_Quality_nir_2018161_aid0001,aid0001,2018-06-10,11243,453468,72.0,103374
BRDF_Albedo_Band_Mandatory_Quality_nir_2018162_aid0001,aid0001,2018-06-11,9157,461445,41.0,101486
BRDF_Albedo_Band_Mandatory_Quality_nir_2018163_aid0001,aid0001,2018-06-12,16439,491648,46.0,88232
BRDF_Albedo_Band_Mandatory_Quality_nir_2018164_aid0001,aid0001,2018-06-13,19756,478300,40.0,91112
BRDF_Albedo_Band_Mandatory_Quality_nir_2018165_aid0001,aid0001,2018-06-14,20740,509417,30.0,82511
BRDF_Albedo_Band_Mandatory_Quality_nir_2018166_aid0001,aid0001,2018-06-15,25278,522944,55.0,80779
BRDF_Albedo_Band_Mandatory_Quality_nir_2018167_aid0001,aid0001,2018-06-16,26223,523932,39.0,80337
BRDF_Albedo_Band_Mandatory_Quality_nir_2018168_aid0001,aid0001,2018-06-17,24289,530702,40.0,76866
BRDF_Albedo_Band_Mandatory_Quality_nir_2018169_aid0001,aid0001,2018-06-18,21201,530398,32.0,79697
BRDF_Albedo_Band_Mandatory_Quality_nir_2018170_aid0001,aid0001,2018-06-19,21858,550127,37.0,68960
BRDF_Albedo_Band_Mandatory_Quality_nir_2018171_aid0001,aid0001,2018-06-20,19999,554918,38.0,65716
BRDF_Albedo_Band_Mandatory_Quality_nir_2018172_aid0001,aid0001,2018-06-21,21442,552745,44.0,66528
BRDF_Albedo_Band_Mandatory_Quality_nir_2018173_aid0001,aid0001,2018-06-22,25294,553014,34.0,62537
BRDF_Albedo_Band_Mandatory_Quality_nir_2018174_aid0001,aid0001,2018-06-23,23568,547549,36.0,67599
BRDF_Albedo_Band_Mandatory_Quality_nir_2018175_aid0001,aid0001,2018-06-24,21364,546492,45.0,70443
BRDF_Albedo_Band_Mandatory_Quality_nir_2018176_aid0001,aid0001,2018-06-25,23047,562878,53.0,61548
BRDF_Albedo_Band_Mandatory_Quality_nir_2018177_aid0001,aid0001,2018-06-26,23847,575503,42.0,55116
BRDF_Albedo_Band_Mandatory_Quality_nir_2018178_aid0001,aid0001,2018-06-27,20095,575911,43.0,56961
BRDF_Albedo_Band_Mandatory_Quality_nir_2018179_aid0001,aid0001,2018-06-28,14636,537630,45.0,73938
BRDF_Albedo_Band_Mandatory_Quality_nir_2018180_aid0001,aid0001,2018-06-29,12440,531000,39.0,75707
BRDF_Albedo_Band_Mandatory_Quality_nir_2018181_aid0001,aid0001,2018-06-30,11662,549785,69.0,70351
BRDF_Albedo_Band_Mandatory_Quality_nir_2018182_aid0001,aid0001,2018-07-01,7843,531565,55.0,75812
BRDF_Albedo_Band_Mandatory_Quality_nir_2018183_aid0001,aid0001,2018-07-02,7241,508719,23.0,82597
BRDF_Albedo_Band_Mandatory_Quality_nir_2018184_aid0001,aid0001,2018-07-03,5849,497720,26.0,86326
BRDF_Albedo_Band_Mandatory_Quality_nir_2018185_aid0001,aid0001,2018-07-04,10449,522802,32.0,75843
BRDF_Albedo_Band_Mandatory_Quality_nir_2018186_aid0001,aid0001,2018-07-05,9022,521816,24.0,77566
BRDF_Albedo_Band_Mandatory_Quality_nir_2018187_aid0001,aid0001,2018-07-06,10589,521794,30.0,73910
BRDF_Albedo_Band_Mandatory_Quality_nir_2018188_aid0001,aid0001,2018-07-07,9460,517518,17.0,76652
BRDF_Albedo_Band_Mandatory_Quality_nir_2018189_aid0001,aid0001,2018-07-08,7794,495171,16.0,89919
BRDF_Albedo_Band_Mandatory_Quality_nir_2018190_aid0001,aid0001,2018-07-09,10707,510121,17.0,82615
BRDF_Albedo_Band_Mandatory_Quality_nir_2018191_aid0001,aid0001,2018-07-10,11515,504980,11.0,77642
BRDF_Albedo_Band_Mandatory_Quality_nir_2018192_aid0001,aid0001,2018-07-11,9718,487223,9.0,81330
BRDF_Albedo_Band_Mandatory_Quality_nir_2018193_aid0001,aid0001,2018-07-12,9736,466236,8.0,87632
BRDF_Albedo_Band_Mandatory_Quality_nir_2018194_aid0001,aid0001,2018-07-13,12207,460802,12.0,84150
BRDF_Albedo_Band_Mandatory_Quality_nir_2018195_aid0001,aid0001,2018-07-14,12070,454413,8.0,85565
BRDF_Albedo_Band_Mandatory_Quality_nir_2018196_aid0001,aid0001,2018-07-15,12344,448470,7.0,82226
BRDF_Albedo_Band_Mandatory_Quality_nir_2018197_aid0001,aid0001,2018-07-16,10564,437775,6.0,81615
BRDF_Albedo_Band_Mandatory_Quality_nir_2018198_aid0001,aid0001,2018-07-17,9757,446783,7.0,89878
BRDF_Albedo_Band_Mandatory_Quality_nir_2018199_aid0001,aid0001,2018-07-18,9535,453351,2.0,90692
BRDF_Albedo_Band_Mandatory_Quality_nir_2018200_aid0001,aid0001,2018-07-19,13039,444602,4.0,86729
BRDF_Albedo_Band_Mandatory_Quality_nir_2018201_aid0001,aid0001,2018-07-20,12287,392732,17.0,102342
BRDF_Albedo_Band_Mandatory_Quality_nir_2018202_aid0001,aid0001,2018-07-21,12376,382400,8.0,102676
BRDF_Albedo_Band_Mandatory_Quality_nir_2018203_aid0001,aid0001,2018-07-22,6950,380918,8.0,108439
BRDF_Albedo_Band_Mandatory_Quality_nir_2018204_aid0001,aid0001,2018-07-23,6063,391578,6.0,108409
BRDF_Albedo_Band_Mandatory_Quality_nir_2018205_aid0001,aid0001,2018-07-24,5246,386240,11.0,108757
BRDF_Albedo_Band_Mandatory_Quality_nir_2018206_aid0001,aid0001,2018-07-25,3895,385109,17.0,111122
BRDF_Albedo_Band_Mandatory_Quality_nir_2018207_aid0001,aid0001,2018-07-26,2634,395872,21.0,116162
BRDF_Albedo_Band_Mandatory_Quality_nir_2018208_aid0001,aid0001,2018-07-27,2434,407650,27.0,114610
BRDF_Albedo_Band_Mandatory_Quality_nir_2018209_aid0001,aid0001,2018-07-28,2648,485252,26.0,100903
BRDF_Albedo_Band_Mandatory_Quality_nir_2018210_aid0001,aid0001,2018-07-29,3592,517778,42.0,97495
BRDF_Albedo_Band_Mandatory_Quality_nir_2018211_aid0001,aid0001,2018-07-30,6045,552710,33.0,75868
BRDF_Albedo_Band_Mandatory_Quality_nir_2018212_aid0001,aid0001,2018-07-31,16785,567402,38.0,66652
BRDF_Albedo_Band_Mandatory_Quality_nir_2018213_aid0001,aid0001,2018-08-01,25567,579150,44.0,53352
BRDF_Albedo_Band_Mandatory_Quality_nir_2018214_aid0001,aid0001,2018-08-02,30902,577834,42.0,51301
BRDF_Albedo_Band_Mandatory_Quality_nir_2018215_aid0001,aid0001,2018-08-03,29914,582371,29.0,50081
BRDF_Albedo_Band_Mandatory_Quality_nir_2018216_aid0001,aid0001,2018-08-04,23822,577604,32.0,55709
BRDF_Albedo_Band_Mandatory_Quality_nir_2018217_aid0001,aid0001,2018-08-05,22292,579681,24.0,55461
BRDF_Albedo_Band_Mandatory_Quality_nir_2018218_aid0001,aid0001,2018-08-06,21886,577851,25.0,57903
BRDF_Albedo_Band_Mandatory_Quality_nir_2018219_aid0001,aid0001,2018-08-07,24617,575806,27.0,58238
BRDF_Albedo_Band_Mandatory_Quality_nir_2018220_aid0001,aid0001,2018-08-08,29157,580920,26.0,53432
BRDF_Albedo_Band_Mandatory_Quality_nir_2018221_aid0001,aid0001,2018-08-09,37255,575746,41.0,51089
BRDF_Albedo_Band_Mandatory_Quality_nir_2018222_aid0001,aid0001,2018-08-10,49056,577176,93.0,43888
BRDF_Albedo_Band_Mandatory_Quality_nir_2018223_aid0001,aid0001,2018-08-11,54655,575178,74.0,40876
BRDF_Albedo_Band_Mandatory_Quality_nir_2018224_aid0001,aid0001,2018-08-12,56981,573232,77.0,40718
BRDF_Albedo_Band_Mandatory_Quality_nir_2018225_aid0001,aid0001,2018-08-13,49817,559958,61.0,52614
BRDF_Albedo_Band_Mandatory_Quality_nir_2018226_aid0001,aid0001,2018-08-14,48927,548569,62.0,55568
BRDF_Albedo_Band_Mandatory_Quality_nir_2018227_aid0001,aid0001,2018-08-15,44726,532019,43.0,68066
BRDF_Albedo_Band_Mandatory_Quality_nir_2018228_aid0001,aid0001,2018-08-16,32701,517136,47.0,73118
BRDF_Albedo_Band_Mandatory_Quality_nir_2018229_aid0001,aid0001,2018-08-17,28450,480945,55.0,86387
BRDF_Albedo_Band_Mandatory_Quality_nir_2018230_aid0001,aid0001,2018-08-18,21439,475192,35.0,90439
BRDF_Albedo_Band_Mandatory_Quality_nir_2018231_aid0001,aid0001,2018-08-19,23056,477117,44.0,95234
BRDF_Albedo_Band_Mandatory_Quality_nir_2018232_aid0001,aid0001,2018-08-20,26384,488602,56.0,93765
BRDF_Albedo_Band_Mandatory_Quality_nir_2018233_aid0001,aid0001,2018-08-21,24593,499900,52.0,91541
